OBJECTID,STATEFP,FIP_JOIN,stname,stusps,Population_2020,State_UPPER,performancestate_cleaned,TotalFedAction_EnergyEnv_2008,TotalFedAction_2008,TotalFedAction_EnergyEnv_2008_2024$,TotalFedAction_2008_2024$,TotalFedAction_EnergyEnv_2009,TotalFedAction_2009,TotalFedAction_EnergyEnv_2009_2024$,TotalFedAction_2009_2024$,TotalFedAction_EnergyEnv_2010,TotalFedAction_2010,TotalFedAction_EnergyEnv_2010_2024$,TotalFedAction_2010_2024$,TotalFedAction_EnergyEnv_2011,TotalFedAction_2011,TotalFedAction_EnergyEnv_2011_2024$,TotalFedAction_2011_2024$,TotalFedAction_EnergyEnv_2012,TotalFedAction_2012,TotalFedAction_EnergyEnv_2012_2024$,TotalFedAction_2012_2024$,TotalFedAction_EnergyEnv_2013,TotalFedAction_2013,TotalFedAction_EnergyEnv_2013_2024$,TotalFedAction_2013_2024$,TotalFedAction_EnergyEnv_2014,TotalFedAction_2014,TotalFedAction_EnergyEnv_2014_2024$,TotalFedAction_2014_2024$,TotalFedAction_EnergyEnv_2015,TotalFedAction_2015,TotalFedAction_EnergyEnv_2015_2024$,TotalFedAction_2015_2024$,TotalFedAction_EnergyEnv_2016,TotalFedAction_2016,TotalFedAction_EnergyEnv_2016_2024$,TotalFedAction_2016_2024$,TotalFedAction_EnergyEnv_2017,TotalFedAction_2017,TotalFedAction_EnergyEnv_2017_2024$,TotalFedAction_2017_2024$,TotalFedAction_EnergyEnv_2018,TotalFedAction_2018,TotalFedAction_EnergyEnv_2018_2024$,TotalFedAction_2018_2024$,TotalFedAction_EnergyEnv_2019,TotalFedAction_2019,TotalFedAction_EnergyEnv_2019_2024$,TotalFedAction_2019_2024$,TotalFedAction_EnergyEnv_2020,TotalFedAction_2020,TotalFedAction_EnergyEnv_2020_2024$,TotalFedAction_2020_2024$,TotalFedAction_EnergyEnv_2021,TotalFedAction_2021,TotalFedAction_EnergyEnv_2021_2024$,TotalFedAction_2021_2024$,TotalFedAction_EnergyEnv_2022,TotalFedAction_2022,TotalFedAction_EnergyEnv_2022_2024$,TotalFedAction_2022_2024$,TotalFedAction_EnergyEnv_2023,TotalFedAction_2023,TotalFedAction_EnergyEnv_2023_2024$,TotalFedAction_2023_2024$,TotalFedAction_EnergyEnv_2024,TotalFedAction_2024,TotalFedAction_EnergyEnv_2024_2024$,TotalFedAction_2024_2024$,TotalFedAction_EnergyEnv_2025,TotalFedAction_2025,TotalFedAction_EnergyEnv_2025_2024$,TotalFedAction_2025_2024$,Shape_Length,Shape_Area,Total_PerCap_2008,EnergyEnv_PerCap_2008,Total_PerCap_2008_2024$,EnergyEnv_PerCap_2008_2024$,Total_PerCap_2009,EnergyEnv_PerCap_2009,Total_PerCap_2009_2024$,EnergyEnv_PerCap_2009_2024$,Total_PerCap_2010,EnergyEnv_PerCap_2010,Total_PerCap_2010_2024$,EnergyEnv_PerCap_2010_2024$,Total_PerCap_2011,EnergyEnv_PerCap_2011,Total_PerCap_2011_2024$,EnergyEnv_PerCap_2011_2024$,Total_PerCap_2012,EnergyEnv_PerCap_2012,Total_PerCap_2012_2024$,EnergyEnv_PerCap_2012_2024$,Total_PerCap_2013,EnergyEnv_PerCap_2013,Total_PerCap_2013_2024$,EnergyEnv_PerCap_2013_2024$,Total_PerCap_2014,EnergyEnv_PerCap_2014,Total_PerCap_2014_2024$,EnergyEnv_PerCap_2014_2024$,Total_PerCap_2015,EnergyEnv_PerCap_2015,Total_PerCap_2015_2024$,EnergyEnv_PerCap_2015_2024$,Total_PerCap_2016,EnergyEnv_PerCap_2016,Total_PerCap_2016_2024$,EnergyEnv_PerCap_2016_2024$,Total_PerCap_2017,EnergyEnv_PerCap_2017,Total_PerCap_2017_2024$,EnergyEnv_PerCap_2017_2024$,Total_PerCap_2018,EnergyEnv_PerCap_2018,Total_PerCap_2018_2024$,EnergyEnv_PerCap_2018_2024$,Total_PerCap_2019,EnergyEnv_PerCap_2019,Total_PerCap_2019_2024$,EnergyEnv_PerCap_2019_2024$,Total_PerCap_2020,EnergyEnv_PerCap_2020,Total_PerCap_2020_2024$,EnergyEnv_PerCap_2020_2024$,Total_PerCap_2021,EnergyEnv_PerCap_2021,Total_PerCap_2021_2024$,EnergyEnv_PerCap_2021_2024$,Total_PerCap_2022,EnergyEnv_PerCap_2022,Total_PerCap_2022_2024$,EnergyEnv_PerCap_2022_2024$,Total_PerCap_2023,EnergyEnv_PerCap_2023,Total_PerCap_2023_2024$,EnergyEnv_PerCap_2023_2024$,Total_PerCap_2024,EnergyEnv_PerCap_2024,Total_PerCap_2024_2024$,EnergyEnv_PerCap_2024_2024$,Total_PerCap_2025,EnergyEnv_PerCap_2025,Total_PerCap_2025_2024$,EnergyEnv_PerCap_2025_2024$
35,38,G38,North Dakota,ND,779094,NORTH DAKOTA,NORTH DAKOTA," $ 260,464,637.00 "," $ 3,002,952,396.00 ","$369,859,784.54","$4,264,192,402.32"," $ 782,699,402.00 "," $ 5,848,098,219.00 ","$1,103,606,156.82","$8,245,818,488.79"," $ 860,607,595.00 "," $ 5,150,420,970.00 ","$1,204,850,633.00","$7,210,589,358.00"," $ 600,172,679.00 "," $ 8,103,280,614.25 ","$822,236,570.23","$11,101,494,441.52"," $ 821,860,557.00 "," $ 29,863,633,675.57 ","$1,101,293,146.38","$40,017,269,125.26"," $ 641,431,118.33 "," $ 32,136,701,899.26 ","$846,689,076.20","$42,420,446,507.02"," $ 699,329,029.06 "," $ 56,665,755,269.56 ","$909,127,737.78","$73,665,481,850.43"," $ 788,342,127.34 "," $ 59,732,312,272.80 ","$1,016,961,344.27","$77,054,682,831.91"," $ 1,109,197,239.07 "," $ 62,035,829,735.30 ","$1,408,680,493.62","$78,785,503,763.83"," $ 1,133,971,063.83 "," $ 65,596,279,160.56 ","$1,417,463,829.79","$81,995,348,950.70"," $ 1,102,844,556.08 "," $ 68,274,430,198.97 ","$1,345,470,358.42","$83,294,804,842.74"," $ 999,392,689.91 "," $ 71,872,136,206.30 ","$1,199,271,227.89","$86,246,563,447.56"," $ 1,125,685,623.03 "," $ 88,985,884,503.42 ","$1,339,565,891.41","$105,893,202,559.07"," $ 1,259,491,419.01 "," $ 74,306,820,644.23 ","$1,435,820,217.67","$84,709,775,534.42"," $ 1,080,563,075.51 "," $ 69,911,054,995.37 ","$1,145,396,860.04","$74,105,718,295.09"," $ 1,091,058,287.61 "," $ 81,200,345,444.14 ","$1,112,879,453.36","$82,824,352,353.02"," $ 1,268,316,602.09 "," $ 89,163,386,999.54 ","$1,268,316,602.09","$89,163,386,999.54"," $ 1,237,246,218.26 "," $ 38,160,902,380.09 ","$1,212,501,293.89","$37,397,684,332.49", $ 25.18 , $ 21.84 ," $ 3,854.42 ", $ 334.32 ,"$5,473.27",$474.73," $ 7,506.28 "," $ 1,004.63 ","$10,583.86","$1,416.53"," $ 6,610.78 "," $ 1,104.63 ","$9,255.10","$1,546.48"," $ 10,400.90 ", $ 770.35 ,"$14,249.24","$1,055.38"," $ 38,331.23 "," $ 1,054.89 ","$51,363.85","$1,413.56"," $ 41,248.81 ", $ 823.30 ,"$54,448.43","$1,086.76"," $ 72,732.88 ", $ 897.62 ,"$94,552.75","$1,166.90"," $ 76,668.95 "," $ 1,011.87 ","$98,902.94","$1,305.31"," $ 79,625.60 "," $ 1,423.70 ","$101,124.51","$1,808.10"," $ 84,195.59 "," $ 1,455.50 ","$105,244.49","$1,819.37"," $ 87,633.11 "," $ 1,415.55 ","$106,912.39","$1,726.97"," $ 92,250.91 "," $ 1,282.76 ","$110,701.10","$1,539.32"," $ 114,217.13 "," $ 1,444.86 ","$135,918.39","$1,719.39"," $ 95,375.94 "," $ 1,616.61 ","$108,728.57","$1,842.94"," $ 89,733.79 "," $ 1,386.95 ","$95,117.82","$1,470.17"," $ 104,224.07 "," $ 1,400.42 ","$106,308.55","$1,428.43"," $ 114,444.97 "," $ 1,627.94 ","$114,444.97","$1,627.94"," $ 48,981.13 "," $ 1,588.06 ","$48,001.51","$1,556.30"
9,11,G11,District of Columbia,DC,689545,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA," $ 463,967,107.00 "," $ 5,574,101,881.00 ","$658,833,291.94","$7,915,224,671.02"," $ 577,583,003.00 "," $ 9,997,535,347.69 ","$814,392,034.23","$14,096,524,840.24"," $ 1,241,339,613.00 "," $ 9,576,270,073.00 ","$1,737,875,458.20","$13,406,778,102.20"," $ 853,765,663.44 "," $ 8,394,552,028.00 ","$1,169,658,958.91","$11,500,536,278.36"," $ 1,149,875,930.30 "," $ 7,935,558,264.20 ","$1,540,833,746.60","$10,633,648,074.03"," $ 906,462,074.00 "," $ 6,388,343,071.43 ","$1,196,529,937.68","$8,432,612,854.29"," $ 912,047,558.02 "," $ 7,739,082,469.42 ","$1,185,661,825.43","$10,060,807,210.25"," $ 757,744,993.16 "," $ 9,900,069,415.45 ","$977,491,041.18","$12,771,089,545.93"," $ 790,872,471.19 "," $ 9,064,634,545.34 ","$1,004,408,038.41","$11,512,085,872.58"," $ 946,884,505.62 "," $ 11,477,884,368.06 ","$1,183,605,632.03","$14,347,355,460.08"," $ 965,843,457.55 "," $ 11,225,978,579.05 ","$1,178,329,018.21","$13,695,693,866.44"," $ 883,788,526.70 "," $ 10,741,417,435.71 ","$1,060,546,232.04","$12,889,700,922.85"," $ 1,059,197,354.92 "," $ 13,986,163,122.79 ","$1,260,444,852.35","$16,643,534,116.12"," $ 1,063,770,680.30 "," $ 22,126,062,523.66 ","$1,212,698,575.54","$25,223,711,276.97"," $ 1,266,868,517.35 "," $ 19,706,728,458.14 ","$1,342,880,628.39","$20,889,132,165.63"," $ 1,443,662,094.02 "," $ 18,349,990,096.79 ","$1,472,535,335.90","$18,716,989,898.73"," $ 8,107,475,845.32 "," $ 25,357,506,602.79 ","$8,107,475,845.32","$25,357,506,602.79"," $ 470,127,956.43 "," $ 9,191,094,876.25 ","$460,725,397.30","$9,007,272,978.73", $ 0.68 , $ 0.02 ," $ 8,083.74 ", $ 672.86 ,"$11,478.91",$955.46," $ 14,498.74 ", $ 837.63 ,"$20,443.23","$1,181.06"," $ 13,887.81 "," $ 1,800.23 ","$19,442.93","$2,520.32"," $ 12,174.04 "," $ 1,238.16 ","$16,678.44","$1,696.28"," $ 11,508.40 "," $ 1,667.59 ","$15,421.25","$2,234.57"," $ 9,264.58 "," $ 1,314.58 ","$12,229.24","$1,735.25"," $ 11,223.46 "," $ 1,322.68 ","$14,590.50","$1,719.48"," $ 14,357.39 "," $ 1,098.91 ","$18,521.04","$1,417.59"," $ 13,145.82 "," $ 1,146.95 ","$16,695.19","$1,456.62"," $ 16,645.59 "," $ 1,373.20 ","$20,806.99","$1,716.50"," $ 16,280.27 "," $ 1,400.70 ","$19,861.93","$1,708.85"," $ 15,577.54 "," $ 1,281.70 ","$18,693.05","$1,538.04"," $ 20,283.18 "," $ 1,536.08 ","$24,136.98","$1,827.94"," $ 32,087.92 "," $ 1,542.71 ","$36,580.22","$1,758.69"," $ 28,579.32 "," $ 1,837.25 ","$30,294.08","$1,947.49"," $ 26,611.74 "," $ 2,093.64 ","$27,143.97","$2,135.52"," $ 36,774.26 "," $ 11,757.72 ","$36,774.26","$11,757.72"," $ 13,329.22 ", $ 681.79 ,"$13,062.63",$668.16
24,27,G27,Minnesota,MN,5706494,MINNESOTA,MINNESOTA," $ 1,283,526,326.00 "," $ 21,856,787,042.00 ","$1,822,607,382.92","$31,036,637,599.64"," $ 2,305,836,555.00 "," $ 32,117,234,875.00 ","$3,251,229,542.55","$45,285,301,173.75"," $ 1,931,254,228.00 "," $ 30,150,754,327.00 ","$2,703,755,919.20","$42,211,056,057.80"," $ 1,480,070,768.00 "," $ 28,836,895,218.34 ","$2,027,696,952.16","$39,506,546,449.13"," $ 1,437,788,979.32 "," $ 43,103,517,409.32 ","$1,926,637,232.29","$57,758,713,328.49"," $ 1,583,321,038.82 "," $ 49,297,987,292.86 ","$2,089,983,771.24","$65,073,343,226.58"," $ 1,618,254,728.25 "," $ 55,040,480,008.17 ","$2,103,731,146.73","$71,552,624,010.62"," $ 1,848,394,133.68 "," $ 62,266,305,206.22 ","$2,384,428,432.45","$80,323,533,716.02"," $ 2,797,622,556.42 "," $ 77,452,171,041.73 ","$3,552,980,646.65","$98,364,257,223.00"," $ 2,352,719,278.54 "," $ 89,108,205,469.43 ","$2,940,899,098.18","$111,385,256,836.79"," $ 2,302,918,014.26 "," $ 98,438,592,961.41 ","$2,809,559,977.40","$120,095,083,412.92"," $ 2,176,876,717.43 "," $ 115,851,957,267.29 ","$2,612,252,060.92","$139,022,348,720.75"," $ 2,553,586,710.03 "," $ 142,470,893,202.02 ","$3,038,768,184.94","$169,540,362,910.40"," $ 3,132,860,218.85 "," $ 174,545,959,274.39 ","$3,571,460,649.49","$198,982,393,572.81"," $ 2,815,328,690.94 "," $ 200,737,739,054.44 ","$2,984,248,412.40","$212,782,003,397.71"," $ 3,591,487,964.46 "," $ 211,553,762,891.89 ","$3,663,317,723.75","$215,784,838,149.73"," $ 4,092,853,439.82 "," $ 208,564,256,738.79 ","$4,092,853,439.82","$208,564,256,738.79"," $ 2,406,671,363.26 "," $ 108,660,934,787.15 ","$2,358,537,935.99","$106,487,716,091.41", $ 35.12 , $ 26.33 ," $ 3,830.16 ", $ 224.92 ,"$5,438.83",$319.39," $ 5,628.19 ", $ 404.07 ,"$7,935.75",$569.74," $ 5,283.59 ", $ 338.43 ,"$7,397.02",$473.80," $ 5,053.35 ", $ 259.37 ,"$6,923.09",$355.33," $ 7,553.42 ", $ 251.96 ,"$10,121.58",$337.62," $ 8,638.93 ", $ 277.46 ,"$11,403.38",$366.25," $ 9,645.24 ", $ 283.58 ,"$12,538.81",$368.66," $ 10,911.48 ", $ 323.91 ,"$14,075.81",$417.84," $ 13,572.64 ", $ 490.25 ,"$17,237.25",$622.62," $ 15,615.23 ", $ 412.29 ,"$19,519.04",$515.36," $ 17,250.28 ", $ 403.56 ,"$21,045.34",$492.34," $ 20,301.78 ", $ 381.47 ,"$24,362.13",$457.77," $ 24,966.45 ", $ 447.49 ,"$29,710.07",$532.51," $ 30,587.25 ", $ 549.00 ,"$34,869.47",$625.86," $ 35,177.07 ", $ 493.36 ,"$37,287.69",$522.96," $ 37,072.46 ", $ 629.37 ,"$37,813.91",$641.96," $ 36,548.58 ", $ 717.23 ,"$36,548.58",$717.23," $ 19,041.63 ", $ 421.74 ,"$18,660.79",$413.31
18,21,G21,Kentucky,KY,4505836,KENTUCKY,KENTUCKY," $ 894,534,764.00 "," $ 29,513,841,419.80 ","$1,270,239,364.88","$41,909,654,816.12"," $ 1,900,436,159.00 "," $ 30,360,239,741.00 ","$2,679,614,984.19","$42,807,938,034.81"," $ 1,395,578,543.00 "," $ 26,826,738,019.00 ","$1,953,809,960.20","$37,557,433,226.60"," $ 1,362,695,517.28 "," $ 26,306,870,915.37 ","$1,866,892,858.67","$36,040,413,154.06"," $ 1,112,150,731.00 "," $ 54,667,281,484.55 ","$1,490,281,979.54","$73,254,157,189.30"," $ 1,320,506,942.28 "," $ 58,598,240,393.54 ","$1,743,069,163.81","$77,349,677,319.47"," $ 1,195,282,272.00 "," $ 64,440,247,897.62 ","$1,553,866,953.60","$83,772,322,266.91"," $ 1,100,866,505.00 "," $ 71,583,753,350.26 ","$1,420,117,791.45","$92,343,041,821.84"," $ 1,609,032,130.76 "," $ 83,761,013,043.23 ","$2,043,470,806.07","$106,376,486,564.90"," $ 1,487,141,703.16 "," $ 84,708,667,812.17 ","$1,858,927,128.95","$105,885,834,765.21"," $ 1,663,074,560.36 "," $ 80,874,497,442.08 ","$2,028,950,963.64","$98,666,886,879.34"," $ 1,715,557,100.37 "," $ 93,065,559,563.49 ","$2,058,668,520.44","$111,678,671,476.19"," $ 1,894,659,577.86 "," $ 109,212,030,167.60 ","$2,254,644,897.65","$129,962,315,899.44"," $ 2,155,220,517.26 "," $ 130,451,473,959.27 ","$2,456,951,389.68","$148,714,680,313.57"," $ 2,131,776,849.77 "," $ 138,433,470,652.86 ","$2,259,683,460.76","$146,739,478,892.03"," $ 2,869,008,569.09 "," $ 146,781,150,663.15 ","$2,926,388,740.47","$149,716,773,676.41"," $ 2,558,495,888.80 "," $ 150,576,248,991.54 ","$2,558,495,888.80","$150,576,248,991.54"," $ 2,062,730,512.32 "," $ 76,441,402,214.91 ","$2,021,475,902.07","$74,912,574,170.61", $ 22.81 , $ 10.67 ," $ 6,550.14 ", $ 198.53 ,"$9,301.19",$281.91," $ 6,737.98 ", $ 421.77 ,"$9,500.55",$594.70," $ 5,953.78 ", $ 309.73 ,"$8,335.29",$433.62," $ 5,838.40 ", $ 302.43 ,"$7,998.61",$414.33," $ 12,132.55 ", $ 246.82 ,"$16,257.62",$330.74," $ 13,004.96 ", $ 293.07 ,"$17,166.55",$386.85," $ 14,301.51 ", $ 265.27 ,"$18,591.96",$344.86," $ 15,886.90 ", $ 244.32 ,"$20,494.10",$315.17," $ 18,589.45 ", $ 357.10 ,"$23,608.60",$453.52," $ 18,799.77 ", $ 330.05 ,"$23,499.71",$412.56," $ 17,948.83 ", $ 369.09 ,"$21,897.58",$450.29," $ 20,654.45 ", $ 380.74 ,"$24,785.34",$456.89," $ 24,237.91 ", $ 420.49 ,"$28,843.11",$500.38," $ 28,951.67 ", $ 478.32 ,"$33,004.90",$545.28," $ 30,723.15 ", $ 473.11 ,"$32,566.54",$501.50," $ 32,575.79 ", $ 636.73 ,"$33,227.30",$649.47," $ 33,418.05 ", $ 567.82 ,"$33,418.05",$567.82," $ 16,964.98 ", $ 457.79 ,"$16,625.68",$448.64
7,09,G09,Connecticut,CT,3605944,CONNECTICUT,CONNECTICUT," $ 1,016,404,136.00 "," $ 16,815,194,289.00 ","$1,443,293,873.12","$23,877,575,890.38"," $ 1,734,566,274.00 "," $ 27,440,555,212.00 ","$2,445,738,446.34","$38,691,182,848.92"," $ 1,718,023,104.00 "," $ 22,237,981,855.00 ","$2,405,232,345.60","$31,133,174,597.00"," $ 1,046,792,107.00 "," $ 26,375,641,068.56 ","$1,434,105,186.59","$36,134,628,263.93"," $ 1,147,856,887.55 "," $ 50,109,664,983.53 ","$1,538,128,229.32","$67,146,951,077.93"," $ 1,344,779,208.42 "," $ 55,524,470,527.69 ","$1,775,108,555.11","$73,292,301,096.55"," $ 1,152,969,928.76 "," $ 51,472,972,808.57 ","$1,498,860,907.39","$66,914,864,651.14"," $ 1,019,303,938.90 "," $ 54,380,146,446.38 ","$1,314,902,081.18","$70,150,388,915.83"," $ 1,558,298,613.57 "," $ 61,079,510,380.45 ","$1,979,039,239.23","$77,570,978,183.17"," $ 1,596,650,514.07 "," $ 55,803,462,905.76 ","$1,995,813,142.59","$69,754,328,632.20"," $ 1,601,981,181.17 "," $ 52,914,178,257.16 ","$1,954,417,041.03","$64,555,297,473.74"," $ 1,687,223,247.12 "," $ 63,853,010,194.09 ","$2,024,667,896.54","$76,623,612,232.91"," $ 1,770,810,143.83 "," $ 73,757,460,307.95 ","$2,107,264,071.16","$87,771,377,766.46"," $ 1,985,348,359.19 "," $ 86,171,119,664.72 ","$2,263,297,129.48","$98,235,076,417.78"," $ 2,240,289,005.08 "," $ 90,180,403,318.18 ","$2,374,706,345.38","$95,591,227,517.27"," $ 2,490,196,284.92 "," $ 95,690,306,966.19 ","$2,540,000,210.62","$97,604,113,105.51"," $ 2,701,346,635.17 "," $ 100,652,088,421.25 ","$2,701,346,635.17","$100,652,088,421.25"," $ 2,195,945,992.56 "," $ 54,003,392,295.38 ","$2,152,027,072.71","$52,923,324,449.47", $ 5.72 , $ 1.55 ," $ 4,663.19 ", $ 281.87 ,"$6,621.73",$400.25," $ 7,609.81 ", $ 481.03 ,"$10,729.83",$678.25," $ 6,167.03 ", $ 476.44 ,"$8,633.85",$667.02," $ 7,314.49 ", $ 290.30 ,"$10,020.85",$397.71," $ 13,896.41 ", $ 318.32 ,"$18,621.19",$426.55," $ 15,398.04 ", $ 372.93 ,"$20,325.41",$492.27," $ 14,274.48 ", $ 319.74 ,"$18,556.82",$415.66," $ 15,080.70 ", $ 282.67 ,"$19,454.10",$364.65," $ 16,938.56 ", $ 432.15 ,"$21,511.97",$548.83," $ 15,475.41 ", $ 442.78 ,"$19,344.26",$553.48," $ 14,674.15 ", $ 444.26 ,"$17,902.47",$542.00," $ 17,707.71 ", $ 467.90 ,"$21,249.25",$561.48," $ 20,454.41 ", $ 491.08 ,"$24,340.75",$584.39," $ 23,896.96 ", $ 550.58 ,"$27,242.54",$627.66," $ 25,008.82 ", $ 621.28 ,"$26,509.35",$658.55," $ 26,536.83 ", $ 690.58 ,"$27,067.56",$704.39," $ 27,912.83 ", $ 749.14 ,"$27,912.83",$749.14," $ 14,976.21 ", $ 608.98 ,"$14,676.69",$596.80
15,18,G18,Indiana,IN,6785528,INDIANA,INDIANA," $ 1,203,825,413.00 "," $ 26,387,812,629.00 ","$1,709,432,086.46","$37,470,693,933.18"," $ 2,882,859,310.00 "," $ 41,541,877,416.00 ","$4,064,831,627.10","$58,574,047,156.56"," $ 2,971,953,799.00 "," $ 36,156,830,288.00 ","$4,160,735,318.60","$50,619,562,403.20"," $ 1,725,626,592.47 "," $ 34,360,803,939.29 ","$2,364,108,431.68","$47,074,301,396.83"," $ 1,639,534,875.00 "," $ 101,499,668,519.49 ","$2,196,976,732.50","$136,009,555,816.12"," $ 1,651,041,412.28 "," $ 95,171,298,391.70 ","$2,179,374,664.21","$125,626,113,877.04"," $ 1,798,412,133.73 "," $ 103,249,888,381.94 ","$2,337,935,773.85","$134,224,854,896.52"," $ 1,563,335,638.10 "," $ 118,683,507,423.19 ","$2,016,702,973.15","$153,101,724,575.92"," $ 2,186,780,920.21 "," $ 125,711,963,631.21 ","$2,777,211,768.67","$159,654,193,811.64"," $ 2,358,205,254.42 "," $ 126,166,853,059.44 ","$2,947,756,568.03","$157,708,566,324.30"," $ 2,404,330,607.84 "," $ 133,472,935,423.78 ","$2,933,283,341.56","$162,836,981,217.01"," $ 2,255,194,139.02 "," $ 142,798,140,528.01 ","$2,706,232,966.82","$171,357,768,633.61"," $ 2,474,769,512.87 "," $ 171,730,435,322.48 ","$2,944,975,720.32","$204,359,218,033.75"," $ 3,231,102,572.74 "," $ 166,495,035,927.17 ","$3,683,456,932.92","$189,804,340,956.97"," $ 2,724,668,363.01 "," $ 155,691,568,594.30 ","$2,888,148,464.79","$165,033,062,709.96"," $ 3,708,879,092.54 "," $ 177,780,814,120.28 ","$3,783,056,674.39","$181,336,430,402.69"," $ 3,933,144,485.42 "," $ 186,542,314,759.54 ","$3,933,144,485.42","$186,542,314,759.54"," $ 1,862,769,938.43 "," $ 92,273,485,622.81 ","$1,825,514,539.66","$90,428,015,910.35", $ 17.17 , $ 9.94 ," $ 3,888.84 ", $ 177.41 ,"$5,522.15",$251.92," $ 6,122.13 ", $ 424.85 ,"$8,632.20",$599.04," $ 5,328.52 ", $ 437.98 ,"$7,459.93",$613.18," $ 5,063.84 ", $ 254.31 ,"$6,937.46",$348.40," $ 14,958.26 ", $ 241.62 ,"$20,044.06",$323.77," $ 14,025.63 ", $ 243.32 ,"$18,513.83",$321.18," $ 15,216.19 ", $ 265.04 ,"$19,781.05",$344.55," $ 17,490.68 ", $ 230.39 ,"$22,562.98",$297.21," $ 18,526.48 ", $ 322.27 ,"$23,528.63",$409.28," $ 18,593.52 ", $ 347.53 ,"$23,241.90",$434.42," $ 19,670.24 ", $ 354.33 ,"$23,997.69",$432.29," $ 21,044.51 ", $ 332.35 ,"$25,253.42",$398.82," $ 25,308.34 ", $ 364.71 ,"$30,116.92",$434.01," $ 24,536.78 ", $ 476.18 ,"$27,971.93",$542.84," $ 22,944.65 ", $ 401.54 ,"$24,321.33",$425.63," $ 26,200.00 ", $ 546.59 ,"$26,724.00",$557.52," $ 27,491.20 ", $ 579.64 ,"$27,491.20",$579.64," $ 13,598.57 ", $ 274.52 ,"$13,326.60",$269.03
41,45,G45,South Carolina,SC,5118425,SOUTH CAROLINA,SOUTH CAROLINA," $ 823,818,197.00 "," $ 18,702,016,094.21 ","$1,169,821,839.74","$26,556,862,853.78"," $ 1,805,886,363.00 "," $ 46,505,518,720.00 ","$2,546,299,771.83","$65,572,781,395.20"," $ 1,710,285,749.11 "," $ 34,255,475,654.94 ","$2,394,400,048.75","$47,957,665,916.92"," $ 1,073,538,764.70 "," $ 70,636,602,558.02 ","$1,470,748,107.64","$96,772,145,504.49"," $ 980,635,350.58 "," $ 146,264,195,737.38 ","$1,314,051,369.78","$195,994,022,288.09"," $ 1,228,654,490.09 "," $ 145,088,702,933.34 ","$1,621,823,926.92","$191,517,087,872.01"," $ 1,119,822,065.73 "," $ 67,959,227,039.39 ","$1,455,768,685.45","$88,346,995,151.21"," $ 1,017,786,526.06 "," $ 70,026,473,827.63 ","$1,312,944,618.62","$90,334,151,237.64"," $ 1,399,671,559.95 "," $ 73,768,821,008.69 ","$1,777,582,881.14","$93,686,402,681.04"," $ 1,580,116,703.72 "," $ 74,953,933,143.20 ","$1,975,145,879.65","$93,692,416,429.00"," $ 1,442,002,241.62 "," $ 92,097,674,339.44 ","$1,759,242,734.78","$112,359,162,694.12"," $ 1,445,368,851.22 "," $ 103,790,597,718.71 ","$1,734,442,621.46","$124,548,717,262.45"," $ 1,671,023,693.18 "," $ 121,351,295,431.48 ","$1,988,518,194.88","$144,408,041,563.46"," $ 1,913,291,268.96 "," $ 115,273,879,048.80 ","$2,181,152,046.61","$131,412,222,115.63"," $ 2,075,295,376.74 "," $ 103,202,148,413.62 ","$2,199,813,099.34","$109,394,277,318.44"," $ 2,015,033,672.17 "," $ 113,066,032,433.18 ","$2,055,334,345.61","$115,327,353,081.84"," $ 2,264,604,845.05 "," $ 119,666,070,593.94 ","$2,264,604,845.05","$119,666,070,593.94"," $ 1,928,611,026.19 "," $ 53,796,036,456.80 ","$1,890,038,805.67","$52,720,115,727.66", $ 15.62 , $ 8.08 ," $ 3,653.86 ", $ 160.95 ,"$5,188.48",$228.55," $ 9,085.90 ", $ 352.82 ,"$12,811.13",$497.48," $ 6,692.58 ", $ 334.14 ,"$9,369.61",$467.80," $ 13,800.46 ", $ 209.74 ,"$18,906.63",$287.34," $ 28,576.02 ", $ 191.59 ,"$38,291.86",$256.73," $ 28,346.36 ", $ 240.05 ,"$37,417.19",$316.86," $ 13,277.37 ", $ 218.78 ,"$17,260.58",$284.42," $ 13,681.25 ", $ 198.85 ,"$17,648.82",$256.51," $ 14,412.41 ", $ 273.46 ,"$18,303.76",$347.29," $ 14,643.94 ", $ 308.71 ,"$18,304.93",$385.89," $ 17,993.36 ", $ 281.73 ,"$21,951.90",$343.71," $ 20,277.84 ", $ 282.39 ,"$24,333.41",$338.86," $ 23,708.72 ", $ 326.47 ,"$28,213.38",$388.50," $ 22,521.36 ", $ 373.80 ,"$25,674.35",$426.14," $ 20,162.87 ", $ 405.46 ,"$21,372.64",$429.78," $ 22,090.00 ", $ 393.68 ,"$22,531.80",$401.56," $ 23,379.47 ", $ 442.44 ,"$23,379.47",$442.44," $ 10,510.27 ", $ 376.80 ,"$10,300.07",$369.26
